Date,Rented Bike Count,Hour,Temperature (C),Humidity (%),Seasons,Holiday,Functioning Day,Datetime,Precipitation
2017-12-31,65,3,0.3,91,Winter,Holiday,Yes,2017-12-31 03:00:00,1
2017-12-31,32,4,-0.2,87,Winter,Holiday,Yes,2017-12-31 04:00:00,1
2017-12-31,22,5,-0.8,85,Winter,Holiday,Yes,2017-12-31 05:00:00,1
2017-12-31,25,6,-1.3,84,Winter,Holiday,Yes,2017-12-31 06:00:00,1
2017-12-31,39,7,-1.8,86,Winter,Holiday,Yes,2017-12-31 07:00:00,1
2017-12-31,84,8,-2.1,86,Winter,Holiday,Yes,2017-12-31 08:00:00,1
2017-12-31,103,9,-1.9,82,Winter,Holiday,Yes,2017-12-31 09:00:00,1
2017-12-31,110,10,-0.5,73,Winter,Holiday,Yes,2017-12-31 10:00:00,1
2017-12-31,142,11,0.8,62,Winter,Holiday,Yes,2017-12-31 11:00:00,1
2017-12-31,209,12,1.4,47,Winter,Holiday,Yes,2017-12-31 12:00:00,1
2017-12-31,267,13,2.5,36,Winter,Holiday,Yes,2017-12-31 13:00:00,1
2017-12-31,262,14,3.0,28,Winter,Holiday,Yes,2017-12-31 14:00:00,0
2017-12-31,300,15,3.1,25,Winter,Holiday,Yes,2017-12-31 15:00:00,0
2017-12-31,272,16,2.7,26,Winter,Holiday,Yes,2017-12-31 16:00:00,0
2017-12-31,240,17,1.7,30,Winter,Holiday,Yes,2017-12-31 17:00:00,0
2017-12-31,215,18,0.7,31,Winter,Holiday,Yes,2017-12-31 18:00:00,0
2017-12-31,163,19,0.0,31,Winter,Holiday,Yes,2017-12-31 19:00:00,0
2017-12-31,161,20,-1.0,32,Winter,Holiday,Yes,2017-12-31 20:00:00,0
2017-12-31,179,21,-1.6,35,Winter,Holiday,Yes,2017-12-31 21:00:00,0
2017-12-31,155,22,-2.1,36,Winter,Holiday,Yes,2017-12-31 22:00:00,0
2017-12-31,227,23,-2.6,40,Winter,Holiday,Yes,2017-12-31 23:00:00,0
2018-01-01,206,0,-3.2,40,Winter,Holiday,Yes,2018-01-01 00:00:00,0
2018-01-01,230,1,-3.3,41,Winter,Holiday,Yes,2018-01-01 01:00:00,0
2018-01-01,178,2,-3.7,42,Winter,Holiday,Yes,2018-01-01 02:00:00,0
2018-01-01,119,3,-4.0,44,Winter,Holiday,Yes,2018-01-01 03:00:00,0
2018-01-01,62,4,-4.2,53,Winter,Holiday,Yes,2018-01-01 04:00:00,0
2018-01-01,61,5,-4.4,54,Winter,Holiday,Yes,2018-01-01 05:00:00,0
2018-01-01,65,6,-4.5,51,Winter,Holiday,Yes,2018-01-01 06:00:00,0
2018-01-01,81,7,-4.7,56,Winter,Holiday,Yes,2018-01-01 07:00:00,0
2018-01-01,89,8,-5.0,55,Winter,Holiday,Yes,2018-01-01 08:00:00,0
2018-01-01,121,9,-4.3,39,Winter,Holiday,Yes,2018-01-01 09:00:00,0
2018-01-01,139,10,-1.6,32,Winter,Holiday,Yes,2018-01-01 10:00:00,0
2018-01-01,169,11,0.1,27,Winter,Holiday,Yes,2018-01-01 11:00:00,0
2018-01-01,225,12,1.5,20,Winter,Holiday,Yes,2018-01-01 12:00:00,0
2018-01-01,248,13,2.4,22,Winter,Holiday,Yes,2018-01-01 13:00:00,0
2018-01-01,298,14,3.7,24,Winter,Holiday,Yes,2018-01-01 14:00:00,0
2018-01-01,344,15,3.0,27,Winter,Holiday,Yes,2018-01-01 15:00:00,0
2018-01-01,310,16,3.0,28,Winter,Holiday,Yes,2018-01-01 16:00:00,0
2018-01-01,271,17,1.8,33,Winter,Holiday,Yes,2018-01-01 17:00:00,0
2018-01-01,218,18,0.8,34,Winter,Holiday,Yes,2018-01-01 18:00:00,0
2018-01-01,125,19,-0.1,39,Winter,Holiday,Yes,2018-01-01 19:00:00,0
2018-01-01,206,20,-0.3,40,Winter,Holiday,Yes,2018-01-01 20:00:00,0
2018-01-01,203,21,-0.9,44,Winter,Holiday,Yes,2018-01-01 21:00:00,0
2018-01-01,168,22,-1.3,48,Winter,Holiday,Yes,2018-01-01 22:00:00,0
2018-01-01,154,23,-1.6,51,Winter,Holiday,Yes,2018-01-01 23:00:00,0
2018-01-02,148,0,-1.8,54,Winter,No Holiday,Yes,2018-01-02 00:00:00,0
2018-01-02,108,1,-2.1,56,Winter,No Holiday,Yes,2018-01-02 01:00:00,0
2018-01-02,69,2,-2.3,62,Winter,No Holiday,Yes,2018-01-02 02:00:00,0
2018-01-02,41,3,-2.5,62,Winter,No Holiday,Yes,2018-01-02 03:00:00,0
2018-01-02,31,4,-2.7,67,Winter,No Holiday,Yes,2018-01-02 04:00:00,0
2018-01-02,58,5,-3.1,67,Winter,No Holiday,Yes,2018-01-02 05:00:00,0
2018-01-02,139,6,-3.2,67,Winter,No Holiday,Yes,2018-01-02 06:00:00,0
2018-01-02,344,7,-3.2,69,Winter,No Holiday,Yes,2018-01-02 07:00:00,0
2018-01-02,655,8,-3.4,71,Winter,No Holiday,Yes,2018-01-02 08:00:00,0
2018-01-02,315,9,-3.1,66,Winter,No Holiday,Yes,2018-01-02 09:00:00,0
2018-01-02,208,10,-1.4,50,Winter,No Holiday,Yes,2018-01-02 10:00:00,0
2018-01-02,269,11,-0.4,40,Winter,No Holiday,Yes,2018-01-02 11:00:00,0
2018-01-02,293,12,0.9,29,Winter,No Holiday,Yes,2018-01-02 12:00:00,0
2018-01-02,273,13,1.5,23,Winter,No Holiday,Yes,2018-01-02 13:00:00,0
2018-01-02,302,14,1.7,20,Winter,No Holiday,Yes,2018-01-02 14:00:00,0
2018-01-02,295,15,1.5,22,Winter,No Holiday,Yes,2018-01-02 15:00:00,0
2018-01-02,320,16,1.3,23,Winter,No Holiday,Yes,2018-01-02 16:00:00,0
2018-01-02,373,17,0.3,27,Winter,No Holiday,Yes,2018-01-02 17:00:00,0
2018-01-02,675,18,-0.8,24,Winter,No Holiday,Yes,2018-01-02 18:00:00,0
2018-01-02,403,19,-1.3,28,Winter,No Holiday,Yes,2018-01-02 19:00:00,0
2018-01-02,364,20,-1.9,26,Winter,No Holiday,Yes,2018-01-02 20:00:00,0
2018-01-02,304,21,-2.6,28,Winter,No Holiday,Yes,2018-01-02 21:00:00,0
2018-01-02,273,22,-3.4,33,Winter,No Holiday,Yes,2018-01-02 22:00:00,0
2018-01-02,186,23,-3.8,35,Winter,No Holiday,Yes,2018-01-02 23:00:00,0
2018-01-03,160,0,-4.3,38,Winter,No Holiday,Yes,2018-01-03 00:00:00,0
2018-01-03,130,1,-5.0,42,Winter,No Holiday,Yes,2018-01-03 01:00:00,0
2018-01-03,110,2,-5.5,43,Winter,No Holiday,Yes,2018-01-03 02:00:00,0
2018-01-03,67,3,-6.1,45,Winter,No Holiday,Yes,2018-01-03 03:00:00,0
2018-01-03,43,4,-6.1,45,Winter,No Holiday,Yes,2018-01-03 04:00:00,0
2018-01-03,67,5,-6.4,47,Winter,No Holiday,Yes,2018-01-03 05:00:00,0
2018-01-03,137,6,-6.7,48,Winter,No Holiday,Yes,2018-01-03 06:00:00,0
2018-01-03,308,7,-6.9,48,Winter,No Holiday,Yes,2018-01-03 07:00:00,0
2018-01-03,670,8,-7.0,49,Winter,No Holiday,Yes,2018-01-03 08:00:00,0
2018-01-03,342,9,-6.8,44,Winter,No Holiday,Yes,2018-01-03 09:00:00,0
2018-01-03,213,10,-5.6,38,Winter,No Holiday,Yes,2018-01-03 10:00:00,0
2018-01-03,267,11,-4.5,36,Winter,No Holiday,Yes,2018-01-03 11:00:00,0
2018-01-03,297,12,-3.4,32,Winter,No Holiday,Yes,2018-01-03 12:00:00,0
2018-01-03,279,13,-2.2,31,Winter,No Holiday,Yes,2018-01-03 13:00:00,0
2018-01-03,270,14,-1.5,30,Winter,No Holiday,Yes,2018-01-03 14:00:00,0
2018-01-03,286,15,-1.1,29,Winter,No Holiday,Yes,2018-01-03 15:00:00,0
2018-01-03,299,16,-0.4,30,Winter,No Holiday,Yes,2018-01-03 16:00:00,0
2018-01-03,382,17,-1.9,35,Winter,No Holiday,Yes,2018-01-03 17:00:00,0
2018-01-03,637,18,-3.1,39,Winter,No Holiday,Yes,2018-01-03 18:00:00,0
2018-01-03,431,19,-3.7,41,Winter,No Holiday,Yes,2018-01-03 19:00:00,0
2018-01-03,294,20,-3.9,44,Winter,No Holiday,Yes,2018-01-03 20:00:00,0
2018-01-03,335,21,-4.3,47,Winter,No Holiday,Yes,2018-01-03 21:00:00,0
2018-01-03,291,22,-5.2,53,Winter,No Holiday,Yes,2018-01-03 22:00:00,0
2018-01-03,197,23,-5.9,54,Winter,No Holiday,Yes,2018-01-03 23:00:00,0
2018-01-04,159,0,-6.3,54,Winter,No Holiday,Yes,2018-01-04 00:00:00,0
2018-01-04,150,1,-6.9,56,Winter,No Holiday,Yes,2018-01-04 01:00:00,0
2018-01-04,123,2,-7.3,57,Winter,No Holiday,Yes,2018-01-04 02:00:00,0
2018-01-04,57,3,-7.4,54,Winter,No Holiday,Yes,2018-01-04 03:00:00,0
2018-01-04,38,4,-7.5,55,Winter,No Holiday,Yes,2018-01-04 04:00:00,0
2018-01-04,66,5,-7.6,49,Winter,No Holiday,Yes,2018-01-04 05:00:00,0
2018-01-04,120,6,-7.6,47,Winter,No Holiday,Yes,2018-01-04 06:00:00,0
2018-01-04,302,7,-8.1,51,Winter,No Holiday,Yes,2018-01-04 07:00:00,0
2018-01-04,646,8,-8.6,55,Winter,No Holiday,Yes,2018-01-04 08:00:00,0
2018-01-04,340,9,-7.9,48,Winter,No Holiday,Yes,2018-01-04 09:00:00,0
2018-01-04,197,10,-6.4,43,Winter,No Holiday,Yes,2018-01-04 10:00:00,0
2018-01-04,264,11,-4.4,40,Winter,No Holiday,Yes,2018-01-04 11:00:00,0
2018-01-04,290,12,-2.9,33,Winter,No Holiday,Yes,2018-01-04 12:00:00,0
2018-01-04,284,13,-2.0,32,Winter,No Holiday,Yes,2018-01-04 13:00:00,0
2018-01-04,262,14,-0.8,32,Winter,No Holiday,Yes,2018-01-04 14:00:00,0
2018-01-04,281,15,-1.2,31,Winter,No Holiday,Yes,2018-01-04 15:00:00,0
2018-01-04,309,16,-1.4,34,Winter,No Holiday,Yes,2018-01-04 16:00:00,0
2018-01-04,397,17,-2.1,37,Winter,No Holiday,Yes,2018-01-04 17:00:00,0
2018-01-04,603,18,-2.6,38,Winter,No Holiday,Yes,2018-01-04 18:00:00,0
2018-01-04,417,19,-2.7,39,Winter,No Holiday,Yes,2018-01-04 19:00:00,0
2018-01-04,311,20,-2.8,39,Winter,No Holiday,Yes,2018-01-04 20:00:00,0
2018-01-04,310,21,-3.1,41,Winter,No Holiday,Yes,2018-01-04 21:00:00,0
2018-01-04,306,22,-3.6,46,Winter,No Holiday,Yes,2018-01-04 22:00:00,0
2018-01-04,221,23,-4.0,48,Winter,No Holiday,Yes,2018-01-04 23:00:00,0
2018-01-05,202,0,-4.7,52,Winter,No Holiday,Yes,2018-01-05 00:00:00,0
2018-01-05,170,1,-5.1,51,Winter,No Holiday,Yes,2018-01-05 01:00:00,0
2018-01-05,118,2,-5.3,52,Winter,No Holiday,Yes,2018-01-05 02:00:00,0
2018-01-05,67,3,-5.5,56,Winter,No Holiday,Yes,2018-01-05 03:00:00,0
2018-01-05,47,4,-5.1,55,Winter,No Holiday,Yes,2018-01-05 04:00:00,0
2018-01-05,75,5,-5.1,55,Winter,No Holiday,Yes,2018-01-05 05:00:00,0
2018-01-05,123,6,-5.1,54,Winter,No Holiday,Yes,2018-01-05 06:00:00,0
2018-01-05,327,7,-5.3,53,Winter,No Holiday,Yes,2018-01-05 07:00:00,0
2018-01-05,665,8,-5.3,51,Winter,No Holiday,Yes,2018-01-05 08:00:00,0
2018-01-05,354,9,-4.7,49,Winter,No Holiday,Yes,2018-01-05 09:00:00,0
2018-01-05,232,10,-3.3,50,Winter,No Holiday,Yes,2018-01-05 10:00:00,0
2018-01-05,308,11,-0.7,45,Winter,No Holiday,Yes,2018-01-05 11:00:00,0
2018-01-05,362,12,-0.3,45,Winter,No Holiday,Yes,2018-01-05 12:00:00,0
2018-01-05,312,13,0.9,43,Winter,No Holiday,Yes,2018-01-05 13:00:00,0
2018-01-05,343,14,1.4,41,Winter,No Holiday,Yes,2018-01-05 14:00:00,0
2018-01-05,333,15,1.5,34,Winter,No Holiday,Yes,2018-01-05 15:00:00,0
2018-01-05,329,16,1.0,34,Winter,No Holiday,Yes,2018-01-05 16:00:00,0
2018-01-05,446,17,-0.6,45,Winter,No Holiday,Yes,2018-01-05 17:00:00,0
2018-01-05,635,18,-1.8,44,Winter,No Holiday,Yes,2018-01-05 18:00:00,0
2018-01-05,443,19,-2.5,49,Winter,No Holiday,Yes,2018-01-05 19:00:00,0
2018-01-05,322,20,-3.4,51,Winter,No Holiday,Yes,2018-01-05 20:00:00,0
2018-01-05,284,21,-3.5,53,Winter,No Holiday,Yes,2018-01-05 21:00:00,0
2018-01-05,281,22,-3.8,53,Winter,No Holiday,Yes,2018-01-05 22:00:00,0
2018-01-05,189,23,-3.6,50,Winter,No Holiday,Yes,2018-01-05 23:00:00,0
2018-01-06,184,0,-4.3,52,Winter,No Holiday,Yes,2018-01-06 00:00:00,0
2018-01-06,222,1,-4.8,54,Winter,No Holiday,Yes,2018-01-06 01:00:00,0
2018-01-06,176,2,-5.5,56,Winter,No Holiday,Yes,2018-01-06 02:00:00,0
2018-01-06,103,3,-5.6,56,Winter,No Holiday,Yes,2018-01-06 03:00:00,0
2018-01-06,61,4,-5.9,61,Winter,No Holiday,Yes,2018-01-06 04:00:00,0
2018-01-06,48,5,-6.1,64,Winter,No Holiday,Yes,2018-01-06 05:00:00,0
2018-01-06,69,6,-6.5,67,Winter,No Holiday,Yes,2018-01-06 06:00:00,0
2018-01-06,105,7,-6.6,65,Winter,No Holiday,Yes,2018-01-06 07:00:00,0
2018-01-06,186,8,-6.5,62,Winter,No Holiday,Yes,2018-01-06 08:00:00,0
2018-01-06,221,9,-5.8,49,Winter,No Holiday,Yes,2018-01-06 09:00:00,0
2018-01-06,204,10,-3.5,39,Winter,No Holiday,Yes,2018-01-06 10:00:00,0
2018-01-06,245,11,-1.6,35,Winter,No Holiday,Yes,2018-01-06 11:00:00,0
2018-01-06,283,12,0.0,35,Winter,No Holiday,Yes,2018-01-06 12:00:00,0
2018-01-06,356,13,0.9,28,Winter,No Holiday,Yes,2018-01-06 13:00:00,0
2018-01-06,370,14,1.8,29,Winter,No Holiday,Yes,2018-01-06 14:00:00,0
2018-01-06,373,15,2.3,27,Winter,No Holiday,Yes,2018-01-06 15:00:00,0
2018-01-06,352,16,2.7,27,Winter,No Holiday,Yes,2018-01-06 16:00:00,0
2018-01-06,354,17,1.1,31,Winter,No Holiday,Yes,2018-01-06 17:00:00,0
2018-01-06,271,18,-0.6,37,Winter,No Holiday,Yes,2018-01-06 18:00:00,0
2018-01-06,207,19,-1.2,37,Winter,No Holiday,Yes,2018-01-06 19:00:00,0
2018-01-06,189,20,-2.1,41,Winter,No Holiday,Yes,2018-01-06 20:00:00,0
2018-01-06,214,21,-2.5,47,Winter,No Holiday,Yes,2018-01-06 21:00:00,0
2018-01-06,218,22,-2.6,47,Winter,No Holiday,Yes,2018-01-06 22:00:00,0
2018-01-06,169,23,-3.2,50,Winter,No Holiday,Yes,2018-01-06 23:00:00,0
2018-01-07,192,0,-3.8,48,Winter,No Holiday,Yes,2018-01-07 00:00:00,0
2018-01-07,162,1,-3.9,51,Winter,No Holiday,Yes,2018-01-07 01:00:00,0
2018-01-07,128,2,-4.4,53,Winter,No Holiday,Yes,2018-01-07 02:00:00,0
2018-01-07,102,3,-4.8,56,Winter,No Holiday,Yes,2018-01-07 03:00:00,0
2018-01-07,62,4,-5.1,60,Winter,No Holiday,Yes,2018-01-07 04:00:00,0
2018-01-07,40,5,-5.6,58,Winter,No Holiday,Yes,2018-01-07 05:00:00,0
2018-01-07,38,6,-5.5,52,Winter,No Holiday,Yes,2018-01-07 06:00:00,0
2018-01-07,60,7,-5.6,58,Winter,No Holiday,Yes,2018-01-07 07:00:00,0
2018-01-07,122,8,-5.3,53,Winter,No Holiday,Yes,2018-01-07 08:00:00,0
2018-01-07,143,9,-3.8,49,Winter,No Holiday,Yes,2018-01-07 09:00:00,0
2018-01-07,179,10,-1.8,40,Winter,No Holiday,Yes,2018-01-07 10:00:00,0
2018-01-07,214,11,0.5,35,Winter,No Holiday,Yes,2018-01-07 11:00:00,0
2018-01-07,278,12,1.1,34,Winter,No Holiday,Yes,2018-01-07 12:00:00,0
2018-01-07,265,13,1.4,34,Winter,No Holiday,Yes,2018-01-07 13:00:00,0
2018-01-07,331,14,1.9,32,Winter,No Holiday,Yes,2018-01-07 14:00:00,0
2018-01-07,368,15,2.7,31,Winter,No Holiday,Yes,2018-01-07 15:00:00,0
2018-01-07,333,16,2.6,32,Winter,No Holiday,Yes,2018-01-07 16:00:00,0
2018-01-07,349,17,2.3,33,Winter,No Holiday,Yes,2018-01-07 17:00:00,0
2018-01-07,270,18,1.8,34,Winter,No Holiday,Yes,2018-01-07 18:00:00,0
2018-01-07,246,19,1.6,35,Winter,No Holiday,Yes,2018-01-07 19:00:00,0
2018-01-07,233,20,1.3,38,Winter,No Holiday,Yes,2018-01-07 20:00:00,0
2018-01-07,236,21,1.2,39,Winter,No Holiday,Yes,2018-01-07 21:00:00,0
2018-01-07,214,22,1.1,40,Winter,No Holiday,Yes,2018-01-07 22:00:00,0
2018-01-07,149,23,1.1,39,Winter,No Holiday,Yes,2018-01-07 23:00:00,0
2018-01-08,149,0,0.9,42,Winter,No Holiday,Yes,2018-01-08 00:00:00,0
2018-01-08,109,1,0.9,42,Winter,No Holiday,Yes,2018-01-08 01:00:00,0
2018-01-08,77,2,0.8,42,Winter,No Holiday,Yes,2018-01-08 02:00:00,0
2018-01-08,53,3,0.9,43,Winter,No Holiday,Yes,2018-01-08 03:00:00,0
2018-01-08,46,4,1.0,43,Winter,No Holiday,Yes,2018-01-08 04:00:00,0
2018-01-08,67,5,0.8,42,Winter,No Holiday,Yes,2018-01-08 05:00:00,0
2018-01-08,159,6,0.8,45,Winter,No Holiday,Yes,2018-01-08 06:00:00,0
2018-01-08,374,7,0.7,44,Winter,No Holiday,Yes,2018-01-08 07:00:00,0
2018-01-08,701,8,0.7,45,Winter,No Holiday,Yes,2018-01-08 08:00:00,0
2018-01-08,387,9,0.8,47,Winter,No Holiday,Yes,2018-01-08 09:00:00,0
2018-01-08,253,10,1.3,43,Winter,No Holiday,Yes,2018-01-08 10:00:00,0
2018-01-08,278,11,1.7,37,Winter,No Holiday,Yes,2018-01-08 11:00:00,0
2018-01-08,356,12,2.7,33,Winter,No Holiday,Yes,2018-01-08 12:00:00,0
2018-01-08,303,13,3.0,32,Winter,No Holiday,Yes,2018-01-08 13:00:00,0
2018-01-08,349,14,3.4,31,Winter,No Holiday,Yes,2018-01-08 14:00:00,0
2018-01-08,318,15,3.9,33,Winter,No Holiday,Yes,2018-01-08 15:00:00,0
2018-01-08,353,16,3.5,36,Winter,No Holiday,Yes,2018-01-08 16:00:00,0
2018-01-08,385,17,2.7,50,Winter,No Holiday,Yes,2018-01-08 17:00:00,0
2018-01-08,316,18,1.5,70,Winter,No Holiday,Yes,2018-01-08 18:00:00,0
2018-01-08,127,19,0.9,88,Winter,No Holiday,Yes,2018-01-08 19:00:00,1
2018-01-08,144,20,1.0,89,Winter,No Holiday,Yes,2018-01-08 20:00:00,1
2018-01-08,146,21,0.7,77,Winter,No Holiday,Yes,2018-01-08 21:00:00,1
2018-01-08,149,22,0.1,68,Winter,No Holiday,Yes,2018-01-08 22:00:00,1
2018-01-08,112,23,-0.6,62,Winter,No Holiday,Yes,2018-01-08 23:00:00,1
2018-01-09,100,0,-1.2,67,Winter,No Holiday,Yes,2018-01-09 00:00:00,1
2018-01-09,107,1,-1.9,69,Winter,No Holiday,Yes,2018-01-09 01:00:00,1
2018-01-09,75,2,-2.9,66,Winter,No Holiday,Yes,2018-01-09 02:00:00,1
2018-01-09,52,3,-3.4,67,Winter,No Holiday,Yes,2018-01-09 03:00:00,1
2018-01-09,38,4,-4.3,59,Winter,No Holiday,Yes,2018-01-09 04:00:00,1
2018-01-09,52,5,-5.1,48,Winter,No Holiday,Yes,2018-01-09 05:00:00,1
2018-01-09,126,6,-5.6,52,Winter,No Holiday,Yes,2018-01-09 06:00:00,1
2018-01-09,245,7,-5.9,57,Winter,No Holiday,Yes,2018-01-09 07:00:00,1
2018-01-09,554,8,-6.0,64,Winter,No Holiday,Yes,2018-01-09 08:00:00,1
2018-01-09,320,9,-6.0,61,Winter,No Holiday,Yes,2018-01-09 09:00:00,1
2018-01-09,190,10,-4.8,57,Winter,No Holiday,Yes,2018-01-09 10:00:00,1
2018-01-09,247,11,-3.9,51,Winter,No Holiday,Yes,2018-01-09 11:00:00,1
2018-01-09,262,12,-2.7,45,Winter,No Holiday,Yes,2018-01-09 12:00:00,1
2018-01-09,265,13,-2.6,45,Winter,No Holiday,Yes,2018-01-09 13:00:00,1
2018-01-09,265,14,-1.8,45,Winter,No Holiday,Yes,2018-01-09 14:00:00,1
2018-01-09,257,15,-2.4,51,Winter,No Holiday,Yes,2018-01-09 15:00:00,0
2018-01-09,262,16,-2.4,56,Winter,No Holiday,Yes,2018-01-09 16:00:00,0
2018-01-09,332,17,-2.9,66,Winter,No Holiday,Yes,2018-01-09 17:00:00,0
2018-01-09,558,18,-3.8,58,Winter,No Holiday,Yes,2018-01-09 18:00:00,0
2018-01-09,364,19,-4.5,57,Winter,No Holiday,Yes,2018-01-09 19:00:00,0
2018-01-09,302,20,-4.9,59,Winter,No Holiday,Yes,2018-01-09 20:00:00,0
2018-01-09,281,21,-4.8,59,Winter,No Holiday,Yes,2018-01-09 21:00:00,0
2018-01-09,166,22,-4.2,67,Winter,No Holiday,Yes,2018-01-09 22:00:00,0
2018-01-09,80,23,-4.9,80,Winter,No Holiday,Yes,2018-01-09 23:00:00,1
2018-01-10,61,0,-5.2,82,Winter,No Holiday,Yes,2018-01-10 00:00:00,1
2018-01-10,78,1,-5.6,75,Winter,No Holiday,Yes,2018-01-10 01:00:00,1
2018-01-10,63,2,-5.7,72,Winter,No Holiday,Yes,2018-01-10 02:00:00,1
2018-01-10,40,3,-6.1,70,Winter,No Holiday,Yes,2018-01-10 03:00:00,1
2018-01-10,31,4,-6.6,72,Winter,No Holiday,Yes,2018-01-10 04:00:00,1
2018-01-10,39,5,-7.3,75,Winter,No Holiday,Yes,2018-01-10 05:00:00,1
2018-01-10,84,6,-7.7,74,Winter,No Holiday,Yes,2018-01-10 06:00:00,1
2018-01-10,158,7,-8.0,70,Winter,No Holiday,Yes,2018-01-10 07:00:00,1
2018-01-10,387,8,-7.9,67,Winter,No Holiday,Yes,2018-01-10 08:00:00,1
2018-01-10,225,9,-7.7,62,Winter,No Holiday,Yes,2018-01-10 09:00:00,1
2018-01-10,150,10,-6.9,53,Winter,No Holiday,Yes,2018-01-10 10:00:00,1
2018-01-10,168,11,-6.4,49,Winter,No Holiday,Yes,2018-01-10 11:00:00,1
2018-01-10,217,12,-5.6,44,Winter,No Holiday,Yes,2018-01-10 12:00:00,1
2018-01-10,207,13,-5.1,43,Winter,No Holiday,Yes,2018-01-10 13:00:00,1
2018-01-10,177,14,-5.3,37,Winter,No Holiday,Yes,2018-01-10 14:00:00,1
2018-01-10,193,15,-5.3,33,Winter,No Holiday,Yes,2018-01-10 15:00:00,1
2018-01-10,196,16,-5.4,30,Winter,No Holiday,Yes,2018-01-10 16:00:00,1
2018-01-10,266,17,-6.5,34,Winter,No Holiday,Yes,2018-01-10 17:00:00,0
2018-01-10,437,18,-7.8,32,Winter,No Holiday,Yes,2018-01-10 18:00:00,0
2018-01-10,259,19,-8.5,35,Winter,No Holiday,Yes,2018-01-10 19:00:00,0
2018-01-10,207,20,-8.9,41,Winter,No Holiday,Yes,2018-01-10 20:00:00,0
2018-01-10,214,21,-9.4,47,Winter,No Holiday,Yes,2018-01-10 21:00:00,0
2018-01-10,165,22,-9.7,51,Winter,No Holiday,Yes,2018-01-10 22:00:00,0
2018-01-10,139,23,-10.2,53,Winter,No Holiday,Yes,2018-01-10 23:00:00,0
2018-01-11,98,0,-10.3,54,Winter,No Holiday,Yes,2018-01-11 00:00:00,0
2018-01-11,100,1,-10.6,55,Winter,No Holiday,Yes,2018-01-11 01:00:00,0
2018-01-11,89,2,-10.9,57,Winter,No Holiday,Yes,2018-01-11 02:00:00,0
2018-01-11,38,3,-11.2,59,Winter,No Holiday,Yes,2018-01-11 03:00:00,0
2018-01-11,33,4,-11.5,57,Winter,No Holiday,Yes,2018-01-11 04:00:00,0
2018-01-11,42,5,-11.9,61,Winter,No Holiday,Yes,2018-01-11 05:00:00,0
2018-01-11,82,6,-12.0,61,Winter,No Holiday,Yes,2018-01-11 06:00:00,0
2018-01-11,203,7,-12.3,59,Winter,No Holiday,Yes,2018-01-11 07:00:00,0
2018-01-11,443,8,-12.6,61,Winter,No Holiday,Yes,2018-01-11 08:00:00,0
2018-01-11,227,9,-12.0,53,Winter,No Holiday,Yes,2018-01-11 09:00:00,0
2018-01-11,152,10,-11.1,46,Winter,No Holiday,Yes,2018-01-11 10:00:00,0
2018-01-11,146,11,-10.2,41,Winter,No Holiday,Yes,2018-01-11 11:00:00,0
2018-01-11,187,12,-8.6,40,Winter,No Holiday,Yes,2018-01-11 12:00:00,0
2018-01-11,178,13,-8.6,41,Winter,No Holiday,Yes,2018-01-11 13:00:00,0
2018-01-11,187,14,-7.4,38,Winter,No Holiday,Yes,2018-01-11 14:00:00,0
2018-01-11,181,15,-8.3,42,Winter,No Holiday,Yes,2018-01-11 15:00:00,0
2018-01-11,179,16,-8.2,39,Winter,No Holiday,Yes,2018-01-11 16:00:00,0
2018-01-11,219,17,-9.3,43,Winter,No Holiday,Yes,2018-01-11 17:00:00,0
2018-01-11,352,18,-10.4,43,Winter,No Holiday,Yes,2018-01-11 18:00:00,0
2018-01-11,251,19,-10.9,44,Winter,No Holiday,Yes,2018-01-11 19:00:00,0
2018-01-11,177,20,-11.6,49,Winter,No Holiday,Yes,2018-01-11 20:00:00,0
2018-01-11,162,21,-12.4,51,Winter,No Holiday,Yes,2018-01-11 21:00:00,0
2018-01-11,172,22,-12.9,52,Winter,No Holiday,Yes,2018-01-11 22:00:00,0
2018-01-11,119,23,-13.2,51,Winter,No Holiday,Yes,2018-01-11 23:00:00,0
2018-01-12,105,0,-13.6,49,Winter,No Holiday,Yes,2018-01-12 00:00:00,0
2018-01-12,99,1,-13.7,47,Winter,No Holiday,Yes,2018-01-12 01:00:00,0
2018-01-12,83,2,-13.8,43,Winter,No Holiday,Yes,2018-01-12 02:00:00,0
2018-01-12,42,3,-14.1,45,Winter,No Holiday,Yes,2018-01-12 03:00:00,0
2018-01-12,30,4,-14.3,45,Winter,No Holiday,Yes,2018-01-12 04:00:00,0
2018-01-12,35,5,-14.6,45,Winter,No Holiday,Yes,2018-01-12 05:00:00,0
2018-01-12,92,6,-14.9,45,Winter,No Holiday,Yes,2018-01-12 06:00:00,0
2018-01-12,189,7,-15.1,45,Winter,No Holiday,Yes,2018-01-12 07:00:00,0
2018-01-12,419,8,-15.1,44,Winter,No Holiday,Yes,2018-01-12 08:00:00,0
2018-01-12,196,9,-14.9,40,Winter,No Holiday,Yes,2018-01-12 09:00:00,0
2018-01-12,119,10,-13.0,37,Winter,No Holiday,Yes,2018-01-12 10:00:00,0
2018-01-12,140,11,-11.2,31,Winter,No Holiday,Yes,2018-01-12 11:00:00,0
2018-01-12,178,12,-9.6,27,Winter,No Holiday,Yes,2018-01-12 12:00:00,0
2018-01-12,177,13,-8.2,29,Winter,No Holiday,Yes,2018-01-12 13:00:00,0
