Date,Hour,Temperature (C),Humidity (%),Seasons,Holiday,Functioning Day,Precipitation
2018-03-02,7,-6.6,52,Spring,No Holiday,Yes,0
2018-03-02,8,-6.2,45,Spring,No Holiday,Yes,0
2018-03-02,9,-4.6,34,Spring,No Holiday,Yes,0
2018-03-02,10,-1.8,30,Spring,No Holiday,Yes,0
2018-03-02,11,0.1,30,Spring,No Holiday,Yes,0
2018-03-02,12,1.8,26,Spring,No Holiday,Yes,0
2018-03-02,13,2.3,22,Spring,No Holiday,Yes,0
2018-03-02,14,3.4,23,Spring,No Holiday,Yes,0
2018-03-02,15,4.3,22,Spring,No Holiday,Yes,0
2018-03-02,16,5.2,21,Spring,No Holiday,Yes,0
2018-03-02,17,4.3,21,Spring,No Holiday,Yes,0
2018-03-02,18,3.5,22,Spring,No Holiday,Yes,0
2018-03-02,19,2.0,26,Spring,No Holiday,Yes,0
2018-03-02,20,1.2,35,Spring,No Holiday,Yes,0
2018-03-02,21,1.0,34,Spring,No Holiday,Yes,0
2018-03-02,22,0.5,38,Spring,No Holiday,Yes,0
2018-03-02,23,0.3,38,Spring,No Holiday,Yes,0
2018-03-03,0,0.5,34,Spring,No Holiday,Yes,0
2018-03-03,1,0.6,36,Spring,No Holiday,Yes,0
2018-03-03,2,0.9,35,Spring,No Holiday,Yes,0
2018-03-03,3,0.8,38,Spring,No Holiday,Yes,0
2018-03-03,4,0.6,43,Spring,No Holiday,Yes,0
2018-03-03,5,0.8,39,Spring,No Holiday,Yes,0
2018-03-03,6,0.5,42,Spring,No Holiday,Yes,0
2018-03-03,7,0.1,43,Spring,No Holiday,Yes,0
2018-03-03,8,0.4,38,Spring,No Holiday,Yes,0
2018-03-03,9,2.2,30,Spring,No Holiday,Yes,0
2018-03-03,10,5.1,27,Spring,No Holiday,Yes,0
2018-03-03,11,8.1,21,Spring,No Holiday,Yes,0
2018-03-03,12,10.7,16,Spring,No Holiday,Yes,0
2018-03-03,13,12.2,14,Spring,No Holiday,Yes,0
2018-03-03,14,14.4,14,Spring,No Holiday,Yes,0
2018-03-03,15,16.0,14,Spring,No Holiday,Yes,0
2018-03-03,16,15.8,15,Spring,No Holiday,Yes,0
2018-03-03,17,15.0,22,Spring,No Holiday,Yes,0
2018-03-03,18,13.9,26,Spring,No Holiday,Yes,0
2018-03-03,19,12.7,32,Spring,No Holiday,Yes,0
2018-03-03,20,11.1,51,Spring,No Holiday,Yes,0
2018-03-03,21,10.3,52,Spring,No Holiday,Yes,0
2018-03-03,22,10.2,49,Spring,No Holiday,Yes,0
2018-03-03,23,9.4,74,Spring,No Holiday,Yes,0
2018-03-04,0,8.5,87,Spring,No Holiday,Yes,0
2018-03-04,1,8.3,91,Spring,No Holiday,Yes,0
2018-03-04,2,8.3,95,Spring,No Holiday,Yes,0
2018-03-04,3,8.5,96,Spring,No Holiday,Yes,1
2018-03-04,4,8.8,95,Spring,No Holiday,Yes,0
2018-03-04,5,8.8,96,Spring,No Holiday,Yes,0
2018-03-04,6,8.6,96,Spring,No Holiday,Yes,1
2018-03-04,7,8.4,97,Spring,No Holiday,Yes,0
2018-03-04,8,8.3,97,Spring,No Holiday,Yes,0
2018-03-04,9,8.8,97,Spring,No Holiday,Yes,1
2018-03-04,10,9.8,90,Spring,No Holiday,Yes,0
2018-03-04,11,10.1,88,Spring,No Holiday,Yes,0
2018-03-04,12,10.7,85,Spring,No Holiday,Yes,0
2018-03-04,13,10.8,84,Spring,No Holiday,Yes,0
2018-03-04,14,11.2,83,Spring,No Holiday,Yes,0
2018-03-04,15,11.7,81,Spring,No Holiday,Yes,0
2018-03-04,16,11.7,82,Spring,No Holiday,Yes,0
2018-03-04,17,11.8,82,Spring,No Holiday,Yes,0
2018-03-04,18,11.5,81,Spring,No Holiday,Yes,0
2018-03-04,19,11.2,81,Spring,No Holiday,Yes,0
2018-03-04,20,11.3,80,Spring,No Holiday,Yes,0
2018-03-04,21,10.6,89,Spring,No Holiday,Yes,1
2018-03-04,22,9.6,92,Spring,No Holiday,Yes,0
2018-03-04,23,8.7,91,Spring,No Holiday,Yes,0
2018-03-05,0,7.6,88,Spring,No Holiday,Yes,1
2018-03-05,1,7.0,88,Spring,No Holiday,Yes,0
2018-03-05,2,6.3,89,Spring,No Holiday,Yes,0
2018-03-05,3,5.7,92,Spring,No Holiday,Yes,1
2018-03-05,4,5.1,90,Spring,No Holiday,Yes,0
2018-03-05,5,4.7,89,Spring,No Holiday,Yes,0
2018-03-05,6,4.2,87,Spring,No Holiday,Yes,1
2018-03-05,7,3.8,87,Spring,No Holiday,Yes,0
2018-03-05,8,3.6,88,Spring,No Holiday,Yes,0
2018-03-05,9,3.7,85,Spring,No Holiday,Yes,0
2018-03-05,10,4.4,80,Spring,No Holiday,Yes,0
2018-03-05,11,6.1,66,Spring,No Holiday,Yes,0
2018-03-05,12,7.6,58,Spring,No Holiday,Yes,0
2018-03-05,13,8.3,51,Spring,No Holiday,Yes,0
2018-03-05,14,10.0,44,Spring,No Holiday,Yes,0
2018-03-05,15,10.3,43,Spring,No Holiday,Yes,0
2018-03-05,16,11.0,39,Spring,No Holiday,Yes,0
2018-03-05,17,10.0,43,Spring,No Holiday,Yes,0
2018-03-05,18,8.1,47,Spring,No Holiday,Yes,0
2018-03-05,19,5.8,53,Spring,No Holiday,Yes,0
2018-03-05,20,4.3,57,Spring,No Holiday,Yes,0
2018-03-05,21,3.1,59,Spring,No Holiday,Yes,0
2018-03-05,22,2.3,63,Spring,No Holiday,Yes,0
2018-03-05,23,1.9,60,Spring,No Holiday,Yes,0
2018-03-06,0,1.3,69,Spring,No Holiday,Yes,0
2018-03-06,1,0.8,67,Spring,No Holiday,Yes,0
2018-03-06,2,0.3,71,Spring,No Holiday,Yes,0
2018-03-06,3,0.1,71,Spring,No Holiday,Yes,0
2018-03-06,4,-0.5,75,Spring,No Holiday,Yes,0
2018-03-06,5,-0.9,78,Spring,No Holiday,Yes,0
2018-03-06,6,-1.0,77,Spring,No Holiday,Yes,0
2018-03-06,7,-1.0,78,Spring,No Holiday,Yes,0
2018-03-06,8,-0.7,76,Spring,No Holiday,Yes,0
2018-03-06,9,1.2,62,Spring,No Holiday,Yes,0
2018-03-06,10,3.7,51,Spring,No Holiday,Yes,0
2018-03-06,11,6.3,41,Spring,No Holiday,Yes,0
2018-03-06,12,8.5,34,Spring,No Holiday,Yes,0
2018-03-06,13,9.3,27,Spring,No Holiday,Yes,0
2018-03-06,14,9.2,27,Spring,No Holiday,Yes,0
2018-03-06,15,10.1,24,Spring,No Holiday,Yes,0
2018-03-06,16,10.6,26,Spring,No Holiday,Yes,0
2018-03-06,17,10.2,27,Spring,No Holiday,Yes,0
2018-03-06,18,8.7,28,Spring,No Holiday,Yes,0
2018-03-06,19,7.1,30,Spring,No Holiday,Yes,0
2018-03-06,20,6.1,31,Spring,No Holiday,Yes,0
2018-03-06,21,5.5,33,Spring,No Holiday,Yes,0
2018-03-06,22,4.5,40,Spring,No Holiday,Yes,0
2018-03-06,23,3.5,44,Spring,No Holiday,Yes,0
2018-03-07,0,2.8,45,Spring,No Holiday,Yes,0
2018-03-07,1,2.8,46,Spring,No Holiday,Yes,0
2018-03-07,2,2.6,50,Spring,No Holiday,Yes,0
2018-03-07,3,2.7,55,Spring,No Holiday,Yes,0
2018-03-07,4,2.6,61,Spring,No Holiday,Yes,0
2018-03-07,5,2.5,63,Spring,No Holiday,Yes,0
2018-03-07,6,2.4,65,Spring,No Holiday,Yes,0
2018-03-07,7,2.2,65,Spring,No Holiday,Yes,0
2018-03-07,8,2.6,63,Spring,No Holiday,Yes,0
2018-03-07,9,3.8,58,Spring,No Holiday,Yes,0
2018-03-07,10,5.2,52,Spring,No Holiday,Yes,0
2018-03-07,11,8.0,43,Spring,No Holiday,Yes,0
2018-03-07,12,9.6,39,Spring,No Holiday,Yes,0
2018-03-07,13,9.9,39,Spring,No Holiday,Yes,0
2018-03-07,14,9.8,38,Spring,No Holiday,Yes,0
2018-03-07,15,10.2,34,Spring,No Holiday,Yes,0
2018-03-07,16,10.4,36,Spring,No Holiday,Yes,0
2018-03-07,17,10.4,37,Spring,No Holiday,Yes,0
2018-03-07,18,9.6,42,Spring,No Holiday,Yes,0
2018-03-07,19,8.9,44,Spring,No Holiday,Yes,0
2018-03-07,20,8.5,46,Spring,No Holiday,Yes,0
2018-03-07,21,7.9,56,Spring,No Holiday,Yes,0
2018-03-07,22,7.2,60,Spring,No Holiday,Yes,0
2018-03-07,23,6.0,79,Spring,No Holiday,Yes,0
2018-03-08,0,5.2,83,Spring,No Holiday,Yes,1
2018-03-08,1,4.7,86,Spring,No Holiday,Yes,0
2018-03-08,2,4.2,88,Spring,No Holiday,Yes,0
2018-03-08,3,3.8,90,Spring,No Holiday,Yes,1
2018-03-08,4,3.3,90,Spring,No Holiday,Yes,0
2018-03-08,5,3.1,90,Spring,No Holiday,Yes,0
2018-03-08,6,3.1,89,Spring,No Holiday,Yes,1
2018-03-08,7,3.0,90,Spring,No Holiday,Yes,0
2018-03-08,8,3.0,94,Spring,No Holiday,Yes,0
2018-03-08,9,3.4,90,Spring,No Holiday,Yes,1
2018-03-08,10,3.6,88,Spring,No Holiday,Yes,0
2018-03-08,11,4.5,82,Spring,No Holiday,Yes,0
2018-03-08,12,5.6,72,Spring,No Holiday,Yes,0
2018-03-08,13,6.7,65,Spring,No Holiday,Yes,0
2018-03-08,14,7.7,62,Spring,No Holiday,Yes,0
2018-03-08,15,9.2,53,Spring,No Holiday,Yes,0
2018-03-08,16,9.5,56,Spring,No Holiday,Yes,0
2018-03-08,17,7.5,64,Spring,No Holiday,Yes,0
2018-03-08,18,5.9,68,Spring,No Holiday,Yes,0
2018-03-08,19,4.5,72,Spring,No Holiday,Yes,0
2018-03-08,20,3.3,74,Spring,No Holiday,Yes,0
2018-03-08,21,3.1,74,Spring,No Holiday,Yes,0
2018-03-08,22,2.8,74,Spring,No Holiday,Yes,0
2018-03-08,23,2.8,73,Spring,No Holiday,Yes,0
2018-03-09,0,3.0,72,Spring,No Holiday,Yes,0
2018-03-09,1,2.8,73,Spring,No Holiday,Yes,0
2018-03-09,2,2.8,74,Spring,No Holiday,Yes,0
2018-03-09,3,2.7,75,Spring,No Holiday,Yes,0
2018-03-09,4,2.5,76,Spring,No Holiday,Yes,0
2018-03-09,5,2.5,76,Spring,No Holiday,Yes,0
2018-03-09,6,2.5,71,Spring,No Holiday,Yes,0
2018-03-09,7,1.6,76,Spring,No Holiday,Yes,0
2018-03-09,8,1.8,67,Spring,No Holiday,Yes,0
2018-03-09,9,3.5,60,Spring,No Holiday,Yes,0
2018-03-09,10,4.8,54,Spring,No Holiday,Yes,0
2018-03-09,11,5.9,51,Spring,No Holiday,Yes,0
2018-03-09,12,6.8,51,Spring,No Holiday,Yes,0
2018-03-09,13,7.5,44,Spring,No Holiday,Yes,0
2018-03-09,14,8.0,42,Spring,No Holiday,Yes,0
2018-03-09,15,7.7,51,Spring,No Holiday,Yes,0
2018-03-09,16,9.6,38,Spring,No Holiday,Yes,0
2018-03-09,17,8.9,46,Spring,No Holiday,Yes,0
2018-03-09,18,7.0,55,Spring,No Holiday,Yes,0
2018-03-09,19,5.4,60,Spring,No Holiday,Yes,0
2018-03-09,20,4.3,67,Spring,No Holiday,Yes,0
2018-03-09,21,3.5,69,Spring,No Holiday,Yes,0
2018-03-09,22,2.9,69,Spring,No Holiday,Yes,0
2018-03-09,23,2.5,72,Spring,No Holiday,Yes,0
2018-03-10,0,2.1,74,Spring,No Holiday,Yes,0
2018-03-10,1,2.0,75,Spring,No Holiday,Yes,0
2018-03-10,2,1.6,79,Spring,No Holiday,Yes,0
2018-03-10,3,1.3,80,Spring,No Holiday,Yes,0
2018-03-10,4,0.9,81,Spring,No Holiday,Yes,0
2018-03-10,5,0.8,80,Spring,No Holiday,Yes,0
2018-03-10,6,1.1,78,Spring,No Holiday,Yes,0
2018-03-10,7,0.9,78,Spring,No Holiday,Yes,0
2018-03-10,8,1.5,73,Spring,No Holiday,Yes,0
2018-03-10,9,2.7,71,Spring,No Holiday,Yes,0
2018-03-10,10,3.5,65,Spring,No Holiday,Yes,0
2018-03-10,11,5.7,58,Spring,No Holiday,Yes,0
2018-03-10,12,7.1,50,Spring,No Holiday,Yes,0
2018-03-10,13,8.2,42,Spring,No Holiday,Yes,0
2018-03-10,14,9.2,38,Spring,No Holiday,Yes,0
2018-03-10,15,8.1,36,Spring,No Holiday,Yes,0
2018-03-10,16,8.3,37,Spring,No Holiday,Yes,0
2018-03-10,17,7.7,46,Spring,No Holiday,Yes,0
2018-03-10,18,6.2,61,Spring,No Holiday,Yes,0
2018-03-10,19,5.3,67,Spring,No Holiday,Yes,0
2018-03-10,20,5.2,69,Spring,No Holiday,Yes,0
2018-03-10,21,5.0,73,Spring,No Holiday,Yes,0
2018-03-10,22,5.0,75,Spring,No Holiday,Yes,0
2018-03-10,23,5.1,75,Spring,No Holiday,Yes,0
2018-03-11,0,5.1,77,Spring,No Holiday,Yes,0
2018-03-11,1,4.8,80,Spring,No Holiday,Yes,0
2018-03-11,2,4.7,78,Spring,No Holiday,Yes,0
2018-03-11,3,4.4,80,Spring,No Holiday,Yes,0
2018-03-11,4,4.2,81,Spring,No Holiday,Yes,0
2018-03-11,5,3.9,85,Spring,No Holiday,Yes,0
2018-03-11,6,3.4,85,Spring,No Holiday,Yes,0
2018-03-11,7,2.9,84,Spring,No Holiday,Yes,0
2018-03-11,8,2.8,82,Spring,No Holiday,Yes,0
2018-03-11,9,3.9,77,Spring,No Holiday,Yes,0
2018-03-11,10,5.9,69,Spring,No Holiday,Yes,0
2018-03-11,11,7.6,54,Spring,No Holiday,Yes,0
2018-03-11,12,9.2,40,Spring,No Holiday,Yes,0
2018-03-11,13,10.3,31,Spring,No Holiday,Yes,0
2018-03-11,14,11.6,20,Spring,No Holiday,Yes,0
2018-03-11,15,11.9,26,Spring,No Holiday,Yes,0
2018-03-11,16,11.9,25,Spring,No Holiday,Yes,0
2018-03-11,17,11.1,25,Spring,No Holiday,Yes,0
2018-03-11,18,9.4,22,Spring,No Holiday,Yes,0
2018-03-11,19,7.8,28,Spring,No Holiday,Yes,0
2018-03-11,20,6.7,32,Spring,No Holiday,Yes,0
2018-03-11,21,5.7,34,Spring,No Holiday,Yes,0
2018-03-11,22,5.3,31,Spring,No Holiday,Yes,0
2018-03-11,23,4.2,34,Spring,No Holiday,Yes,0
2018-03-12,0,3.5,46,Spring,No Holiday,Yes,0
2018-03-12,1,2.9,51,Spring,No Holiday,Yes,0
2018-03-12,2,2.7,46,Spring,No Holiday,Yes,0
2018-03-12,3,2.3,48,Spring,No Holiday,Yes,0
2018-03-12,4,2.8,52,Spring,No Holiday,Yes,0
2018-03-12,5,3.3,53,Spring,No Holiday,Yes,0
2018-03-12,6,2.8,57,Spring,No Holiday,Yes,0
2018-03-12,7,3.0,53,Spring,No Holiday,Yes,0
2018-03-12,8,3.8,47,Spring,No Holiday,Yes,0
2018-03-12,9,4.8,43,Spring,No Holiday,Yes,0
2018-03-12,10,6.6,40,Spring,No Holiday,Yes,0
2018-03-12,11,9.2,33,Spring,No Holiday,Yes,0
2018-03-12,12,11.7,32,Spring,No Holiday,Yes,0
2018-03-12,13,13.6,34,Spring,No Holiday,Yes,0
2018-03-12,14,14.9,34,Spring,No Holiday,Yes,0
2018-03-12,15,15.3,32,Spring,No Holiday,Yes,0
2018-03-12,16,14.5,34,Spring,No Holiday,Yes,0
2018-03-12,17,13.7,38,Spring,No Holiday,Yes,0
2018-03-12,18,12.2,43,Spring,No Holiday,Yes,0
2018-03-12,19,10.6,47,Spring,No Holiday,Yes,0
2018-03-12,20,9.4,50,Spring,No Holiday,Yes,0
2018-03-12,21,8.7,49,Spring,No Holiday,Yes,0
2018-03-12,22,7.8,49,Spring,No Holiday,Yes,0
2018-03-12,23,6.8,56,Spring,No Holiday,Yes,0
2018-03-13,0,6.4,62,Spring,No Holiday,Yes,0
2018-03-13,1,5.9,65,Spring,No Holiday,Yes,0
2018-03-13,2,5.4,66,Spring,No Holiday,Yes,0
2018-03-13,3,5.5,62,Spring,No Holiday,Yes,0
2018-03-13,4,6.2,59,Spring,No Holiday,Yes,0
2018-03-13,5,6.8,56,Spring,No Holiday,Yes,0
2018-03-13,6,7.0,58,Spring,No Holiday,Yes,0
2018-03-13,7,7.2,56,Spring,No Holiday,Yes,0
2018-03-13,8,8.0,48,Spring,No Holiday,Yes,0
2018-03-13,9,9.4,44,Spring,No Holiday,Yes,0
2018-03-13,10,10.9,40,Spring,No Holiday,Yes,0
2018-03-13,11,12.6,49,Spring,No Holiday,Yes,0
2018-03-13,12,15.5,47,Spring,No Holiday,Yes,0
2018-03-13,13,17.1,42,Spring,No Holiday,Yes,0
2018-03-13,14,18.3,43,Spring,No Holiday,Yes,0
2018-03-13,15,18.6,47,Spring,No Holiday,Yes,0
2018-03-13,16,17.6,53,Spring,No Holiday,Yes,0
2018-03-13,17,16.9,62,Spring,No Holiday,Yes,0
2018-03-13,18,15.7,68,Spring,No Holiday,Yes,0
2018-03-13,19,14.1,77,Spring,No Holiday,Yes,0
2018-03-13,20,13.9,77,Spring,No Holiday,Yes,0
2018-03-13,21,13.7,79,Spring,No Holiday,Yes,0
2018-03-13,22,13.5,81,Spring,No Holiday,Yes,0
2018-03-13,23,13.4,81,Spring,No Holiday,Yes,0
2018-03-14,0,13.6,79,Spring,No Holiday,Yes,0
2018-03-14,1,13.7,73,Spring,No Holiday,Yes,0
2018-03-14,2,13.8,70,Spring,No Holiday,Yes,0
2018-03-14,3,14.0,67,Spring,No Holiday,Yes,0
2018-03-14,4,14.0,70,Spring,No Holiday,Yes,0
2018-03-14,5,14.1,69,Spring,No Holiday,Yes,0
2018-03-14,6,14.1,69,Spring,No Holiday,Yes,0
2018-03-14,7,14.1,69,Spring,No Holiday,Yes,0
2018-03-14,8,14.2,67,Spring,No Holiday,Yes,0
2018-03-14,9,14.6,62,Spring,No Holiday,Yes,0
2018-03-14,10,15.7,58,Spring,No Holiday,Yes,0
2018-03-14,11,17.5,55,Spring,No Holiday,Yes,0
2018-03-14,12,19.9,44,Spring,No Holiday,Yes,0
2018-03-14,13,20.9,44,Spring,No Holiday,Yes,0
2018-03-14,14,21.1,42,Spring,No Holiday,Yes,0
2018-03-14,15,21.7,39,Spring,No Holiday,Yes,0
2018-03-14,16,21.7,41,Spring,No Holiday,Yes,0
2018-03-14,17,20.5,49,Spring,No Holiday,Yes,0
2018-03-14,18,19.2,53,Spring,No Holiday,Yes,0
2018-03-14,19,17.9,54,Spring,No Holiday,Yes,0
2018-03-14,20,17.2,60,Spring,No Holiday,Yes,0
2018-03-14,21,16.8,67,Spring,No Holiday,Yes,0
2018-03-14,22,16.2,71,Spring,No Holiday,Yes,0
2018-03-14,23,16.1,69,Spring,No Holiday,Yes,0
2018-03-15,0,16.0,69,Spring,No Holiday,Yes,0
2018-03-15,1,16.3,68,Spring,No Holiday,Yes,0
2018-03-15,2,16.5,68,Spring,No Holiday,Yes,0
2018-03-15,3,16.5,69,Spring,No Holiday,Yes,0
2018-03-15,4,15.1,86,Spring,No Holiday,Yes,0
2018-03-15,5,14.5,94,Spring,No Holiday,Yes,0
2018-03-15,6,14.4,96,Spring,No Holiday,Yes,1
2018-03-15,7,14.3,97,Spring,No Holiday,Yes,0
2018-03-15,8,14.1,97,Spring,No Holiday,Yes,0
2018-03-15,9,14.1,98,Spring,No Holiday,Yes,1
2018-03-15,10,14.2,98,Spring,No Holiday,Yes,0
2018-03-15,11,13.9,98,Spring,No Holiday,Yes,0
2018-03-15,12,13.3,97,Spring,No Holiday,Yes,1
2018-03-15,13,12.7,97,Spring,No Holiday,Yes,0
2018-03-15,14,12.1,97,Spring,No Holiday,Yes,0
2018-03-15,15,11.6,97,Spring,No Holiday,Yes,0
2018-03-15,16,10.7,98,Spring,No Holiday,Yes,0
2018-03-15,17,10.9,98,Spring,No Holiday,Yes,0
2018-03-15,18,10.4,98,Spring,No Holiday,Yes,0
2018-03-15,19,10.4,98,Spring,No Holiday,Yes,0
2018-03-15,20,10.5,97,Spring,No Holiday,Yes,0
2018-03-15,21,10.4,96,Spring,No Holiday,Yes,0
2018-03-15,22,9.8,90,Spring,No Holiday,Yes,0
2018-03-15,23,9.3,90,Spring,No Holiday,Yes,0
2018-03-16,0,8.4,86,Spring,No Holiday,Yes,0
2018-03-16,1,7.2,83,Spring,No Holiday,Yes,0
2018-03-16,2,6.7,72,Spring,No Holiday,Yes,0
2018-03-16,3,6.1,67,Spring,No Holiday,Yes,0
2018-03-16,4,5.7,62,Spring,No Holiday,Yes,0
2018-03-16,5,5.2,60,Spring,No Holiday,Yes,0
2018-03-16,6,4.4,61,Spring,No Holiday,Yes,0
2018-03-16,7,3.7,59,Spring,No Holiday,Yes,0
2018-03-16,8,3.8,56,Spring,No Holiday,Yes,0
2018-03-16,9,5.2,51,Spring,No Holiday,Yes,0
2018-03-16,10,6.7,46,Spring,No Holiday,Yes,0
2018-03-16,11,8.2,45,Spring,No Holiday,Yes,0
2018-03-16,12,9.4,40,Spring,No Holiday,Yes,0
2018-03-16,13,10.4,38,Spring,No Holiday,Yes,0
2018-03-16,14,11.0,36,Spring,No Holiday,Yes,0
2018-03-16,15,11.9,32,Spring,No Holiday,Yes,0
2018-03-16,16,11.6,31,Spring,No Holiday,Yes,0
2018-03-16,17,11.2,30,Spring,No Holiday,Yes,0
2018-03-16,18,10.0,33,Spring,No Holiday,Yes,0
2018-03-16,19,8.1,36,Spring,No Holiday,Yes,0
2018-03-16,20,6.7,41,Spring,No Holiday,Yes,0
2018-03-16,21,5.8,43,Spring,No Holiday,Yes,0
2018-03-16,22,4.9,46,Spring,No Holiday,Yes,0
2018-03-16,23,4.2,47,Spring,No Holiday,Yes,0
2018-03-17,0,3.7,48,Spring,No Holiday,Yes,0
2018-03-17,1,3.0,52,Spring,No Holiday,Yes,0
2018-03-17,2,2.3,56,Spring,No Holiday,Yes,0
2018-03-17,3,1.8,59,Spring,No Holiday,Yes,0
2018-03-17,4,1.3,61,Spring,No Holiday,Yes,0
2018-03-17,5,1.0,62,Spring,No Holiday,Yes,0
2018-03-17,6,0.8,63,Spring,No Holiday,Yes,0
2018-03-17,7,0.5,64,Spring,No Holiday,Yes,0
2018-03-17,8,1.3,57,Spring,No Holiday,Yes,0
2018-03-17,9,3.4,49,Spring,No Holiday,Yes,0
2018-03-17,10,6.0,43,Spring,No Holiday,Yes,0
2018-03-17,11,8.0,39,Spring,No Holiday,Yes,0
2018-03-17,12,10.0,38,Spring,No Holiday,Yes,0
2018-03-17,13,10.9,32,Spring,No Holiday,Yes,0
2018-03-17,14,12.1,29,Spring,No Holiday,Yes,0
2018-03-17,15,13.2,23,Spring,No Holiday,Yes,0
2018-03-17,16,13.7,28,Spring,No Holiday,Yes,0
2018-03-17,17,12.1,34,Spring,No Holiday,Yes,0
2018-03-17,18,10.6,42,Spring,No Holiday,Yes,0
2018-03-17,19,8.8,49,Spring,No Holiday,Yes,0
2018-03-17,20,7.9,54,Spring,No Holiday,Yes,0
2018-03-17,21,7.4,54,Spring,No Holiday,Yes,0
2018-03-17,22,7.0,55,Spring,No Holiday,Yes,0
2018-03-17,23,6.4,59,Spring,No Holiday,Yes,0
2018-03-18,0,5.9,56,Spring,No Holiday,Yes,0
2018-03-18,1,5.7,55,Spring,No Holiday,Yes,0
2018-03-18,2,5.5,56,Spring,No Holiday,Yes,0
2018-03-18,3,5.5,57,Spring,No Holiday,Yes,0
2018-03-18,4,5.6,55,Spring,No Holiday,Yes,0
2018-03-18,5,5.6,55,Spring,No Holiday,Yes,0
2018-03-18,6,5.7,54,Spring,No Holiday,Yes,0
2018-03-18,7,5.5,58,Spring,No Holiday,Yes,0
2018-03-18,8,5.9,58,Spring,No Holiday,Yes,0
2018-03-18,9,6.3,53,Spring,No Holiday,Yes,0
2018-03-18,10,7.2,53,Spring,No Holiday,Yes,0
2018-03-18,11,8.5,49,Spring,No Holiday,Yes,0
2018-03-18,12,9.8,46,Spring,No Holiday,Yes,0
2018-03-18,13,10.6,43,Spring,No Holiday,Yes,0
2018-03-18,14,11.0,41,Spring,No Holiday,Yes,0
2018-03-18,15,12.0,37,Spring,No Holiday,Yes,0
2018-03-18,16,12.3,30,Spring,No Holiday,Yes,0
2018-03-18,17,11.1,42,Spring,No Holiday,Yes,0
2018-03-18,18,10.4,47,Spring,No Holiday,Yes,0
2018-03-18,19,10.0,53,Spring,No Holiday,Yes,0
2018-03-18,20,9.2,66,Spring,No Holiday,Yes,0
2018-03-18,21,8.8,72,Spring,No Holiday,Yes,0
2018-03-18,22,8.1,76,Spring,No Holiday,Yes,0
2018-03-18,23,7.4,80,Spring,No Holiday,Yes,0
2018-03-19,0,7.0,81,Spring,No Holiday,Yes,1
2018-03-19,1,6.7,84,Spring,No Holiday,Yes,0
2018-03-19,2,6.6,86,Spring,No Holiday,Yes,0
2018-03-19,3,6.5,88,Spring,No Holiday,Yes,1
2018-03-19,4,6.3,90,Spring,No Holiday,Yes,0
2018-03-19,5,6.2,89,Spring,No Holiday,Yes,0
2018-03-19,6,6.5,88,Spring,No Holiday,Yes,1
2018-03-19,7,6.5,88,Spring,No Holiday,Yes,0
2018-03-19,8,7.3,84,Spring,No Holiday,Yes,0
2018-03-19,9,8.2,81,Spring,No Holiday,Yes,1
2018-03-19,10,9.1,77,Spring,No Holiday,Yes,0
2018-03-19,11,10.2,65,Spring,No Holiday,Yes,0
2018-03-19,12,10.2,58,Spring,No Holiday,Yes,0
2018-03-19,13,10.1,61,Spring,No Holiday,Yes,0
2018-03-19,14,10.1,59,Spring,No Holiday,Yes,0
2018-03-19,15,9.8,57,Spring,No Holiday,Yes,0
2018-03-19,16,8.9,63,Spring,No Holiday,Yes,0
2018-03-19,17,8.5,59,Spring,No Holiday,Yes,0
2018-03-19,18,8.6,55,Spring,No Holiday,Yes,0
2018-03-19,19,8.4,51,Spring,No Holiday,Yes,0
2018-03-19,20,8.3,47,Spring,No Holiday,Yes,0
2018-03-19,21,8.0,47,Spring,No Holiday,Yes,0
2018-03-19,22,7.6,48,Spring,No Holiday,Yes,0
2018-03-19,23,6.9,44,Spring,No Holiday,Yes,0
2018-03-20,0,6.3,42,Spring,No Holiday,Yes,0
2018-03-20,1,5.5,42,Spring,No Holiday,Yes,0
2018-03-20,2,5.1,44,Spring,No Holiday,Yes,0
2018-03-20,3,4.7,44,Spring,No Holiday,Yes,0
2018-03-20,4,4.4,44,Spring,No Holiday,Yes,0
2018-03-20,5,4.1,42,Spring,No Holiday,Yes,0
2018-03-20,6,3.9,43,Spring,No Holiday,Yes,0
2018-03-20,7,3.8,44,Spring,No Holiday,Yes,0
2018-03-20,8,4.3,43,Spring,No Holiday,Yes,0
2018-03-20,9,5.7,38,Spring,No Holiday,Yes,0
2018-03-20,10,7.4,35,Spring,No Holiday,Yes,0
2018-03-20,11,8.4,34,Spring,No Holiday,Yes,0
2018-03-20,12,9.0,33,Spring,No Holiday,Yes,0
2018-03-20,13,8.0,37,Spring,No Holiday,Yes,0
2018-03-20,14,7.3,38,Spring,No Holiday,Yes,0
2018-03-20,15,6.5,39,Spring,No Holiday,Yes,0
2018-03-20,16,5.6,42,Spring,No Holiday,Yes,0
2018-03-20,17,4.9,43,Spring,No Holiday,Yes,0
2018-03-20,18,4.1,43,Spring,No Holiday,Yes,0
2018-03-20,19,3.2,45,Spring,No Holiday,Yes,0
2018-03-20,20,2.7,45,Spring,No Holiday,Yes,0
2018-03-20,21,2.3,40,Spring,No Holiday,Yes,0
2018-03-20,22,2.0,37,Spring,No Holiday,Yes,0
2018-03-20,23,1.8,37,Spring,No Holiday,Yes,0
